Company,Company Country,India Investment Location,Region,Year,Month,Date,Category,Investment ($),Investmen(INR),Description,Link,State Investment/Variety Notes,Partnership
Amazon,United States,India,,2021,March,21-Mar,Technology/Electronics,"$30,859,762.50","2,250,000,000.00",Amazon infuses Rs 225 crore into India payments unit,https://www.financialexpress.com/industry/sme/amazon-infuses-rs-225-crore-into-india-payments-unit/2211237/,,
Kodak,United States,India,,2021,March,21-Mar,Technology/Electronics,"$41,146,350.00","3,000,000,000.00",Kodak TV India to invest Rs 300 cr,https://telanganatoday.com/kodak-tv-india-to-invest-rs-300-cr,,
CRRC Nanjing Puzhen,China,Andhra Pradesh,South,2021,March,21-Mar,Infrastructure,"$48,004,075.00","3,500,000,000.00","Chinese firm setting up metro coach plant in Andhra Pradesh, to invest Rs 350 crore",https://www.financialexpress.com/infrastructure/chinese-firm-setting-up-metro-coach-plant-in-andhra-pradesh-to-invest-rs-350-crore/2206599/,,
Sona Comstar,India,Haryana,North,2021,March,21-Mar,Automobiles,"$50,747,165.00","3,700,000,000.00",Sona Comstar to invest INR 370 crore in new Manesar facility,https://auto.economictimes.indiatimes.com/news/auto-components/sona-comstar-to-invest-inr-370-crore-in-new-manesar-facility/81529453,,
Laxai Life Sciences,India,Telangana,South,2021,March,21-Mar,R&D/Medical,"$54,861,800.00","4,000,000,000.00",Laxai Life Sciences to invest Rs 400 crore in Telangana,https://telanganatoday.com/laxai-life-sciences-to-invest-rs-400-crore-in-telangana,,
Web Werks,India,Maharashtra,West,2021,March,21-Mar,Technology/Electronics,"$54,861,800.00","4,000,000,000.00",Web Werks India to invest Rs 400 crore to set up second data center in Navi Mumbai,https://economictimes.indiatimes.com/tech/information-tech/web-werks-india-to-invest-rs-400-crore-to-set-up-second-data-center-in-navi-mumbai/articleshow/81547818.cms,,
Hudco,India,Uttar Pradesh,North,2021,March,21-Mar,Businesses/Startups,"$85,721,562.50","6,250,000,000.00",Hudco ‘inclined' to invest in Amrapali,https://timesofindia.indiatimes.com/city/delhi/hudco-inclined-to-invest-in-amrapali/articleshow/81337176.cms,,
Krisumi Corp,India,Haryana,North,2021,March,21-Mar,Infrastructure,"$89,150,425.00","6,500,000,000.00",Krisumi Corp to develop 65-acre realty project in Gurugram; to invest Rs 650 cr in first phase,https://www.outlookindia.com/newsscroll/krisumi-corp-to-develop-65acre-realty-project-in-gurugram-to-invest-rs-650-cr-in-first-phase/2042146,,
Warburg,United States,Businesses/Startups,,2021,March,21-Mar,Businesses/Startups,"$109,723,600.00","8,000,000,000.00",Warburg to invest Rs 800cr in Adani Ports,https://timesofindia.indiatimes.com/business/india-business/warburg-to-invest-rs-800cr-in-adani-ports/articleshow/81382436.cms,,
Yokohama,Japan,Andhra Pradesh,South,2021,March,21-Mar,Industry,"$164,585,400.00","12,000,000,000.00","Yokohama begins work on ₹1,200-cr Vizag greenfield project",https://www.thehindubusinessline.com/companies/yokohama-begins-work-on-1200-cr-vizag-greenfield-project/article34045625.ece,,
FD7 Ventures,United Arab Emirates,India,,2021,March,21-Mar,Technology/Electronics,"$250,000,000.00","18,227,625,000.00",FD7 Ventures Launches $250M USD Micro-Fund in India to Invest in Projects Building on Cardano and Polkadot Ecosystems,https://www.businesswire.com/news/home/20210228005065/en/FD7-Ventures-Launches-250M-USD-Micro-Fund-in-India-to-Invest-in-Projects-Building-on-Cardano-and-Polkadot-Ecosystems,,
"Tabreed, IFC",UAE/International,India,,2021,March,21-Mar,General Goods,"$400,000,000.00","29,164,200,000.00","Tabreed, IFC to invest $400 mln to develop cooling infra in India, Southeast Asia",https://www.outlookindia.com/newsscroll/tabreed-ifc-to-invest-400-mln-to-develop-cooling-infra-in-india-southeast-asia/2040027,,Yes
LeapFrog,United States,India,,2021,March,21-Mar,Technology/Electronics,"$500,000,000.00","36,455,250,000.00",LeapFrog to accelerate India investments with $500 million partnership,https://www.livemint.com/companies/news/leapfrog-to-accelerate-india-investments-with-500-million-partnership-11615271252550.html,,
Migsun Group,India,Delhi,North,2021,March,21-Mar,Infrastructure,"$617,195,250.00","45,000,000,000.00","Migsun group to invest Rs 4,500 crore in three stuck projects",https://economictimes.indiatimes.com/industry/services/property-/-cstruction/migsun-group-to-invest-rs-4500-crore-in-three-stuck-projects/articleshow/81547417.cms,,
Variety,Variety,Variety,,2021,March,21-Mar,State Investment,"$697,019,169.00","50,820,000,000.00","Pharma Sector: Union Govt Approves Investments Of Rs 5,082 Crore Under PLI Scheme For APIs",https://swarajyamag.com/news-brief/pharma-sector-union-govt-approves-investments-of-rs-5082-crore-under-pli-scheme-for-apis,"-In total, 215 applications have been received for the 36 
products spread across the four Target Segments. Nineteen applications 
with a committed investment of Rs 4,623 crore have already been 
approved.",
Actis,United Kingdom,India,,2021,March,21-Mar,Infrastructure,"$1,000,000,000.00","72,910,500,000.00",Actis Plans To Sell Green Energy Platform Sprng In 2022; To Invest $1 Billion In India By FY26,https://economictimes.indiatimes.com/industry/energy/power/actis-plans-to-sell-green-energy-platform-sprng-in-2022-to-invest-1-billion-in-india-by-fy26/articleshow/81334762.cms,,
Kotak/Allianz,India/Australia,India,,2021,March,21-Mar,Businesses/Startups,"$1,000,000,000.00","72,910,500,000.00",Kotak and Allianz announce partnership to invest in Indian private credit market,https://www.livemint.com/companies/news/kotak-and-allianz-announce-partnership-to-invest-in-indian-private-credit-market-11615794679461.html,,Yes
Volkswagen,Germany,India,,2021,March,21-Mar,Automobiles,"$1,097,236,000.00","80,000,000,000.00","Volkswagen eyes comeback with Rs 8,000 crore investment",https://economictimes.indiatimes.com/industry/auto/auto-news/volkswagen-eyes-comeback-with-rs-8000-crore-investment/articleshow/81386578.cms?utm_source=ETTopNews&utm_medium=HP&utm_campaign=TN&utm_content=23,,
NewSpace India,India,India,,2021,March,21-Mar,Military/Space,"$1,371,545,000.00","100,000,000,000.00","ISRO's NewSpace India Ltd to invest Rs 10,000 Cr in 5 years",https://yourstory.com/2021/03/newspace-india-ltd-invest-rs-10-000-crore-5-years,,
Nippon Telegraph and Telephone,Japan,India,,2021,March,21-Mar,Technology/Electronics,"$1,500,000,000.00","109,365,750,000.00",NTT India shift focus data centres; to invest USD 1.5 bn to nearly double capacity in 3 yrs,https://energy.economictimes.indiatimes.com/news/power/ntt-india-shift-focus-data-centres-to-invest-usd-1-5-bn-to-nearly-double-capacity-in-3-yrs/81502942,,
Variety,Variety,Odisha,East,2021,March,21-Mar,State Investment,"$1,703,486,320.90","124,202,000,000.00",Odisha government approves 8 new industrial projects worth ₹1242.02 crore,https://government.economictimes.indiatimes.com/news/policy/odisha-government-approves-8-new-industrial-projects-worth-1242-02-crore/80786033,"-A 30,000 MTPA atomized iron powder plant by SLM Powders Pvt Ltd against an investment of Rs 67.83 crore to be set up in IDCO - Kalunga Industrial Estate, Dist - Sundergarh, which will generate employment opportunities for over 430 people.
 -A manufacturing unit of PET preforms and closures (Unit-II) of 24,000 tonnes/annum capacity for the food & beverage industries to be set up by Oricon Enterprises Ltd in Khordha with an investment of Rs 120 crore, which will generate potential employment opportunities for over 110 persons.
 -A manufacturing unit for production of solar panel, advanced storage batteries like Li-ion battery, electronics products for energy management, electromechanical components and USB data cable and HDMI cable by Surya International at EMC Park (Info Valley), Khordha district, with an investment of Rs 67.50 crore, which will generate potential employment opportunities for over 680 people.
 -A Logistics Park by Jagannath Industrial and Logistics Parks Pvt Ltd at Tangi Choudwar in Cuttack with an investment of Rs 140 crore, which will generate potential employment opportunities for over 110 persons.
 -Integrated Heavy Beach Sands Project by IREL IDCOL Ltd at Krushnaprasad in Puri with an investment of Rs 460 crore, which is expected to generate 800 potential employment opportunities.
 -A 5-star hotel-cum-luxury resort by Pravat Hospitality Pvt Ltd in Puri with an investment of Rs 135.69 crore, which can employ up to 350 people.
 -A 5-star luxury resort by Swosti Premium Ltd in Puri with an investment of Rs 134 crore, which will generate potential employment opportunities for over 310 persons.
 -A 4-star hotel by Hotel Eden Roc in Bhubaneswar with an investment of Rs 117 crore, which can provide employment for over 345 persons.",
Ola,India,Tamil Nadu,South,2021,March,21-Mar,Automobiles,"$2,000,000,000.00","145,821,000,000.00",Ola plans to invest $2 billion in TN two-wheeler factory,https://www.thehindubusinessline.com/news/ola-plans-to-invest-2-billion-in-tn-two-wheeler-factory/article34013117.ece,,
Greenko,India,Rajasthan,North,2021,March,21-Mar,Infrastructure,"$4,114,635,000.00","300,000,000,000.00","Renewable Energy: Greenko To Invest Rs 30,000 Crore To Set Up A Hybrid Project In Rajasthan's Baran District",https://swarajyamag.com/news-brief/renewable-energy-greenko-to-invest-rs-30000-crore-to-set-up-a-hybrid-project-in-rajasthans-baran-district,,
Coal India,India,India,,2021,March,21-Mar,Industry,"$6,446,261,500.00","470,000,000,000.00","Coal India approves 32 mining projects involving incremental investment of Rs 47,000 crore",https://www.freepressjournal.in/business/coal-india-approves-32-mining-projects-involving-incremental-investment-of-rs-47000-crore,,
ArcelorMittal,Luxembourg,Odisha,East,2021,March,21-Mar,Industry,"$6,857,725,000.00","500,000,000,000.00","ArcelorMittal Nippon Steel inks pact with Odisha to set up ₹50,000cr steel plant",https://www.livemint.com/news/india/arcelormittal-nippon-steel-inks-pact-with-odisha-to-set-up-50-000cr-steel-plant-11614851581956.html,,
Variety,Variety,India,,2021,March,21-Mar,State Investment,"$41,146,350,000.00","3,000,000,000,000.00","424 MoUs signed during Maritime India Summit 2021, says Mansukh Mandaviya",https://www.aninews.in/news/national/general-news/424-mous-signed-during-maritime-india-summit-2021-says-mansukh-mandaviya20210304202118/,,
Variety,India/UK/Ireland,Gujarat,Test,2021,March,21-Mar,Military/Space,,,"Two Indian, Two Foreign Companies To Establish Aircraft Leasing Arm At GIFT City In Gujarat",https://swarajyamag.com/insta/two-indian-two-foreign-companies-to-establish-aircraft-leasing-arm-at-gift-city-in-gujarat,"JetSetGo 
Vman Aero
Acumen Aviation
Investec Aviation Finance",
Salic,Saudi Arabia,Businesses/Startups,Test,2021,March,21-Mar,General Goods,,,Saudi Arabia's Salic to step up India agri investments,https://economictimes.indiatimes.com/news/economy/agriculture/saudi-arabias-salic-to-step-up-india-agri-investments/articleshow/81346270.cms,,
Dixon Technologies,India,Andhra Pradesh,Test,2021,March,21-Mar,Technology/Electronics,,,Dixon Technologies to set up unit in Kadapa district of AP,https://timesofindia.indiatimes.com/business/india-business/dixon-technologies-to-set-up-unit-in-kadapa-district-of-ap/articleshow/81416998.cms,,
IndoSpace,India,Haryana,Test,2021,March,21-Mar,Infrastructure,,,"IndoSpace, Reliance unit acquire 55 acres in Haryana for warehousing park",https://www.livemint.com/companies/news/indospace-reliance-unit-acquire-55-acres-in-haryana-for-warehousing-park-11615373619953.html,,
HPCL,India,Uttar Pradesh,Test,2021,March,21-Mar,Industry,,,HPCL to setup a compressed biogas plant in Uttar Pradesh,https://www.livemint.com/companies/news/hpcl-to-setup-a-compressed-biogas-plant-in-uttar-pradesh-11615285480651.html,,
Autoliv,Sweden,Tamil Nadu,South,2021,March,21-Mar,Automobiles,"$13,715,450.00","1,000,000,000.00",Autoliv to set up new airbag inflator production plant near Chennai,https://auto.economictimes.indiatimes.com/news/auto-components/autoliv-to-set-up-new-airbag-inflator-production-plant-near-chennai/81478871,,
Indian Oil/Phinergy,India/Israel,Delhi,Test,2021,March,21-Mar,Industry,,,"Indian Oil, Israel's Phinergy to manufacture special batteries in India",https://www.business-standard.com/article/companies/indian-oil-israel-s-phinergy-to-manufacture-special-batteries-in-india-121031701180_1.html,,Yes
Somany Ceramics,India,Gujarat,West,2021,March,21-Mar,Industry,"$24,276,346.50","1,770,000,000.00",Somany Ceramics to invest Rs 177 crore towards its expansion plans,https://realty.economictimes.indiatimes.com/news/allied-industries/somany-ceramics-to-invest-rs-177-crore-towards-its-expansion-plans/81569395,,
Damodar Ropeways & Infra,India,India,,2021,March,21-Mar,Infrastructure,"$6,857,725.00","500,000,000.00",DRIL to invest around Rs 50 cr to complete 2 ropeway projects by 2022-end,https://www.outlookindia.com/newsscroll/dril-to-invest-around-rs-50-cr-to-complete-2-ropeway-projects-by-2022end/2050652,,
Bhagwati Private Limited.,India,India,,2021,March,21-Mar,Technology/Electronics,"$68,577,250.00","5,000,000,000.00",PLI scheme effect! This local manufacturer plans to invest Rs 500 crore in 3 years,https://www.businesstoday.in/current/economy-politics/pli-scheme-effect-this-local-manufacturer-plans-to-invest-rs-500-crore-in-3-years/story/434650.html,,
Perennials,United States,Gujarat,West,2021,March,21-Mar,General Goods,"$41,146,350.00","3,000,000,000.00",Perennials to invest Rs 300cr for another plant in India,https://timesofindia.indiatimes.com/city/vadodara/perennials-to-invest-rs-300cr-for-another-plant-in-india/articleshow/81656555.cms,,
Variety,Variety,Telangana,Test,2021,March,21-Mar,State Investment,,,Mahbubnagar to house India's first lithium-ion cell unit,https://www.newindianexpress.com/states/telangana/2021/mar/21/mahbubnagar-to-house-indias-first-lithium-ion-cell-unit-2279369.html,"-Battery manufacturer ChargeXO and renewable energy firm Greenko have come forward to invest Rs 2,000 crore in about 100 acres for the first lithium-ion cell manufacturing unit in India. 

-Excise Minister V Srinivas Goud said another four-five big companies will invest in the district. Companies in the electronics, electronic/battery vehicles, lithium ion battery packs, photovoltaic cells and giga factory sectors have expressed their interest in investing in the park. ",
Gulf Capital,United Arab Emirates,India,,2021,March,21-Mar,Infrastructure,"$34,288,625.00","2,500,000,000.00",Gulf Capital plans investment of Rs 250 crore to open 18 ART fertility clinics in India,https://economictimes.indiatimes.com/news/international/saudi-arabia/gulf-capital-plans-investment-of-rs-250-crore-to-open-18-art-fertility-clinics-in-india/articleshow/81693554.cms,,
Xiaomi,China,India,,2021,March,21-Mar,Technology/Electronics,"$13,715,450.00","1,000,000,000.00",Xiaomi to invest ₹100 crore in India over the next two years,https://www.livemint.com/companies/news/xiaomi-to-invest-rs-100-crore-in-india-over-next-two-years-11616664034550.html,,
Minda Industries,India,Gujarat,West,2021,March,21-Mar,Automobiles,"$34,288,625.00","2,500,000,000.00",Minda Industries to invest over Rs 250 crore on business expansion,https://www.financialexpress.com/industry/minda-industries-to-invest-over-rs-250-crore-on-business-expansion/2221932/,,
Square Panda,United States,India,,2021,March,21-Mar,General Goods,"$50,000,000.00","3,645,525,000.00",Andre Agassi's technology firm to invest $50 million in India,https://www.easterneye.biz/andre-agassis-technology-firm-to-invest-50-million-in-india/,,
Actis,United Kingdom,India,,2021,March,21-Mar,Infrastructure,"$850,000,000.00","61,973,925,000.00",PE firm Actis to invest $850m to build two green energy platforms in India,https://www.dealstreetasia.com/stories/actis-green-energy-850-million-233982/,,
PG Electroplast,India,Maharashtra,West,2021,March,21-Mar,General Goods,"$13,715,450.00","1,000,000,000.00",PG Electroplast to invest Rs 100 cr to expand its Ahmednagar plant,https://www.business-standard.com/article/companies/pg-electroplast-to-invest-rs-100-cr-to-expand-its-ahmednagar-plant-121031801384_1.html,,
Tamilnadu Petroproducts,India,Tamil Nadu,South,2021,March,21-Mar,Industry,"$59,662,207.50","4,350,000,000.00",Tamilnadu Petroproducts to invest Rs 435 cr for expansion,https://timesofindia.indiatimes.com/business/india-business/tamilnadu-petroproducts-to-invest-rs-435-cr-for-expansion/articleshow/81767650.cms,,
Club Mahindra Holidays,India,India,,2021,March,21-Mar,General Goods,"$164,585,400.00","12,000,000,000.00",Mahindra Holidays & Resorts India to invest Rs 1200 crore for expansion,https://outline.com/2SdGUW,,
iD Fresh Food,India,Karnataka,South,2021,March,21-Mar,General Goods,"$5,486,180.00","400,000,000.00",iD Fresh Food invests ₹40 crore to launch new plant,https://www.livemint.com/companies/news/id-fresh-food-invests-rs-40-crore-to-launch-new-plant-11617207162970.html,,
CDC Group,United Kingdom,Businesses/Startups,,2021,April,21-Apr,Businesses/Startups,"$43,889,440.00","3,200,000,000.00",CDC Group partners with Northern Arc to invest in Rs 320-crore PBI to fund 6 MFIs,https://www.financialexpress.com/industry/cdc-group-partners-with-northern-arc-to-invest-in-rs-320-cr-pbi-to-fund-6-mfis/2224153/,,
White Lotus,India,Karnataka,South,2021,April,21-Apr,Infrastructure,"$13,715,450.00","1,000,000,000.00",White Lotus to Invest Rs 100 Crore in Sustainability Space,https://www.bollyinside.com/news/india-news/white-lotus-to-invest-rs-100-crore-in-sustainability-space/,,
Vedanta,India,,,2021,April,21-Apr,Industry,"$1,371,545,000.00","100,000,000,000.00","Vedanta to set up a new copper smelter with an investment of Rs 10,000 crore in a coastal state, submits EoI",https://outline.com/dpJMTP,,
Hero Electric,India,,,2021,April,21-Apr,Automobiles,"$96,008,150.00","7,000,000,000.00",Hero Electric to invest Rs 700 cr in plant capacity,https://timesofindia.indiatimes.com/business/india-business/hero-electric-to-invest-rs-700-cr-in-plant-capacity/articleshow/81941915.cms,,
Century Plyboards,India,Andhra Pradesh,South,2021,April,21-Apr,Industry,"$61,719,525.00","4,500,000,000.00",Century Plyboards (India) Limited to invest more than Rs 650 crore,https://www.telegraphindia.com/business/century-plyboards-india-limited-to-invest-more-than-rs-650-crore/cid/1812018,,
Century Plyboards,India,Punjab,North,2021,April,21-Apr,Industry,"$27,430,900.00","2,000,000,000.00",Century Plyboards (India) Limited to invest more than Rs 650 crore,https://www.telegraphindia.com/business/century-plyboards-india-limited-to-invest-more-than-rs-650-crore/cid/1812018,,
SRAM & MRAM,United Kingdom,India,,2021,April,21-Apr,General Goods,"$13,715,450.00","1,000,000,000.00",SRAM & MRAM Group to invest Rs 100 cr in manufacturing of PPE products,https://www.outlookindia.com/newsscroll/sram--mram-group-to-invest-rs-100-cr-in-manufacturing-of-ppe-products/2061451,,
Salasar Techno Engineering,India,Uttar Pradesh,Test,2021,April,21-Apr,Industry,,,Salasar Techno Engineering launches new manufacturing facility,https://www.manufacturingtodayindia.com/10214-salasar-techno-engineering-launches-new-manufacturing-facility,,
Mahindra & Mahindra,India,India,,2021,April,21-Apr,Automobiles,"$411,463,500.00","30,000,000,000.00","M&M to invest Rs 3,000 cr on electric vehicle business in next 3 years",https://economictimes.indiatimes.com/industry/renewables/mm-to-invest-rs-3000-cr-on-electric-vehicle-business-in-next-3-years/articleshow/82013834.cms,,
Amazon,United States,Businesses/Startups,,2021,April,21-Apr,Businesses/Startups,"$250,000,000.00","18,227,625,000.00",Amazon announces $250 million venture fund for Indian startups,https://au.news.yahoo.com/amazon-announces-250-million-venture-120739528.html,,
Tata Motors,India,India,Test,2021,April,21-Apr,Industry,,,Tata Motors Jump Into Vehicle Scrapping Business; 4 Scrapyards To Be Launched In India,https://trak.in/tags/business/2021/04/14/tata-motors-jump-into-vehicle-scrapping-business-4-scrapyards-to-be-launched-in-india/,,
Blinc,India,Businesses/Startups,,2021,April,21-Apr,Businesses/Startups,"$13,715,450.00","1,000,000,000.00",Blinc to invest Rs 100 crore in 6 start-ups,https://www.outlookindia.com/newsscroll/blinc-to-invest-rs-100-crore-in-6-startups/2066920,,
Lohum,India,Uttar Pradesh,North,2021,April,21-Apr,Industry,"$34,288,625.00","2,500,000,000.00",Lithium-ion battery maker Lohum to invest Rs 250 cr on capacity expansion,https://www.business-standard.com/article/companies/lithium-ion-battery-maker-lohum-to-invest-rs-250-cr-on-capacity-expansion-121041800233_1.html,,
Godrej Appliances,India,India,,2021,April,21-Apr,General Goods,"$13,715,450.00","1,000,000,000.00",Godrej Appliances to invest Rs100 crore to ramp up AC production capacity,https://www.livemint.com/companies/news/godrej-appliances-to-invest-rs100-crore-to-ramp-up-ac-production-capacity-11618478797001.html,,
Prestige Estates Projects/Century Group,India,Karnataka,South,2021,April,21-Apr,Infrastructure,"$123,439,050.00","9,000,000,000.00",Prestige Estates & Century Group to build office park in Bengaluru at Rs 900 crore,https://realty.economictimes.indiatimes.com/news/commercial/prestige-estates-century-group-to-build-office-park-in-bengaluru-at-rs-900-crore/82145344,,
Saraf Furniture,India,Rajasthan,North,2021,April,21-Apr,General Goods,"$2,000,000.00","145,821,000.00",Saraf Furniture to invest USD 2 mn to expand operations in Rajasthan,https://www.outlookindia.com/newsscroll/saraf-furniture-to-invest-usd-2-mn-to-expand-operations-in-rajasthan/2067930,,
Browzzin,Singapore,India,,2021,April,21-Apr,Technology/Electronics,"$5,000,000.00","364,552,500.00",Singapore's Browzzin Looks To Make Inroads In Indian Social Commerce With $5 Mn Investment,https://inc42.com/buzz/singapores-browzzin-looks-to-make-inroads-in-indian-social-commerce-with-5-mn-investment/,,
Variety,Variety,Karnataka,South,2021,April,21-Apr,State Investment,"$7,911,071,560.00","576,800,000,000.00","Karnataka attracts Rs 57,680 crore investment in FY21, highest in last 5 years",https://www.deccanherald.com/business/karnataka-attracts-rs-57680-crore-investment-in-fy21-highest-in-last-5-years-978698.html,"-The government has approved 227 investment proposals between April 2020 and March 2021. These proposals have the potential to create 149,471 jobs, the data shows.
-In 2017-18, the state had approved 351 investment proposals worth 56,181 crore. The lowest amount of investment was approved by the state government during 2018-19 amounting to 16,508 crore.
-The top investment proposals signed during FY21 are: Elest Pvt Ltd (Rs 20,594 crore), JSW Renewable Energy (Rs 8,860 crore), Aequs SEZ Pvt Ltd (Rs 3,540 crore), Sanali Power Private Limited (Rs 2,950 crore), Hyunet Private Limited (Rs 1,825 crore), Uflex Limited (Rs 1,464 crore), Miraculum Green Power Private Limited (Rs 1,290 crore) and HPCL (Rs 680 crore).",
pi Ventures,India,Businesses/Startups,,2021,April,21-Apr,Businesses/Startups,"$76,000,000.00","5,541,198,000.00","pi Ventures launches Fund II, to invest in 25 Indian startups",https://www.livemint.com/companies/news/pi-ventures-launches-fund-ii-to-invest-in-25-indian-startups-11619508973017.html,,
CDC Group,United Kingdom,Businesses/Startups,,2021,April,21-Apr,Businesses/Startups,"$34,288,625.00","2,500,000,000.00",CDC Group to invest Rs 250 cr in Fourth Partner Energy,https://www.outlookindia.com/newsscroll/cdc-group-to-invest-rs-250-cr-in-fourth-partner-energy/2072801,,
"IFC, Jungle Ventures","International, Singapore",Businesses/Startups,,2021,April,21-Apr,Businesses/Startups,"$25,000,000.00","1,822,762,500.00",Jungle Ventures Fund IV Secures $25 Mn From IFC; To Invest In 20 Startups,https://inc42.com/buzz/jungle-ventures-fund-iv-secures-25-mn-from-ifc-to-invest-in-20-startups/,,
Variety,Variety,Odisha,East,2021,April,21-Apr,State Investment,"$377,174,875.00","27,500,000,000.00","Odisha govt approves over Rs 2,570-cr investment proposals",https://www.outlookindia.com/newsscroll/odisha-govt-approves-over-rs-2570cr-investment-proposals/2073162,"-Amalgam Resources Private Ltd for setting up a 15-mtpa beneficiation plant for metal at an investment of Rs 882 crore at Joda in Keonjhar district. This project has the potential of generating employment for over 702 people. 
-A three-mtpa iron ore satellite grinding unit and a slurry pipeline proposed by Ardent Steel at an investment of Rs 80.5 crore were also cleared. These projects will be set up at Banspal in Keonjhar. 
-A 100-crore investment proposal for a razor manufacturing unit in Khurda by Safe Lancet Engineering Private Ltd got the go-ahead. 
-Epsilon Carbon Ashoka Pvt Ltd proposed to develop an 8,75,000-mtpa integrated carbon complex with an investment of Rs 900 crore in Sambalpur district, and the project, which promises to generate job opportunities for over 600 people, received the green signal. 
-Orient Paper and Industries Ltd has also proposed to set up a facility at an investment of Rs 162 crore at Brajrajnagar in Jharsuguda district. This will create employment opportunities for over 338 people, the official said. 
-The authority also cleared a grain-based distillery unit for manufacturing of ethanol, and an IMFL bottling unit proposed by Coastal Biotech Private Ltd. These projects will attract an investment of Rs 200 crore and provide employment opportunities for 400 people. 
-A proposal by Ramky Enviro Engineers Ltd to set up a common hazardous waste treatment, storage and disposal facility at an investment of Rs 128 crore received the green signal. ",
Gautam Solar,India,Uttarakhand,North,2021,April,21-Apr,Industry,"$617,195,250.00","45,000,000,000.00",Gautam Solar doubles manufacturing capacity,https://www.financialexpress.com/industry/gautam-solar-doubles-manufacturing-capacity/2237725/,,
Microsoft,United States,Uttar Pradesh,North,2021,April,21-Apr,Technology/Electronics,"$14,217,435.47","1,036,600,000.00","Noida Authority Allots 60,000 Sq Metres Land to Microsoft at Rs 103.66 Crore",https://www.msn.com/en-in/money/news/noida-authority-allots-60000-sq-metres-land-to-microsoft-at-rs-10366-crore/ar-BB1ffek7,,
Ambuja Cement,India,Rajasthan,North,2021,April,21-Apr,Industry,"$1,371,545,000.00","100,000,000,000.00","Ambuja Cement's massive 20 MT capacity expansion to cost Rs 10,000 crore",https://www.businesstoday.in/current/economy-politics/ambuja-cements-massive-20-mt-capacity-expansion-to-cost-rs-10000-crore/story/437971.html,,
Tata Group,India,Odisha,East,2021,April,21-Apr,General Goods,"$13,715,450.00","1,000,000,000.00",Tata's Rs 100cr Tea Packaging Unit In Odisha To Start Production Soon,http://www.businessworld.in/article/Tata-s-Rs-100cr-Tea-Packaging-Unit-In-Odisha-To-Start-Production-Soon/24-04-2021-387537/,,
CEAT,India,Gujarat,West,2021,May,21-May,Automobiles,"$164,585,400.00","12,000,000,000.00",Ceat Ltd to make a fresh investment of Rs 1200 crore in truck and bus plant,https://auto.economictimes.indiatimes.com/news/tyres/ceat-ltd-to-make-a-fresh-investment-of-rs-1200-crore-in-truck-and-bus-plant/82407416,,
Ruchira Green Earth,India,Haryana,North,2021,May,21-May,Industry,"$27,430,900.00","2,000,000,000.00",Ruchira Green Earth to invest Rs 200 crore over 3-4 years to set up plant in Haryana,https://energy.economictimes.indiatimes.com/amp/news/power/ruchira-green-earth-to-invest-rs-200-crore-over-3-4-years-to-set-up-plant-in-haryana/82472898?__twitter_impression=true,,
Kwalee,United Kingdom,Karnataka,South,2021,May,21-May,Technology/Electronics,"$30,000,000.00","2,187,315,000.00",UK-based game developer Kwalee to invest $30 million in India operations,https://www.livemint.com/technology/tech-news/ukbased-game-developer-kwalee-to-invest-30-million-in-india-operations-11620136364776.html,,
Dixon Technologies,India,,,2021,May,21-May,Technology/Electronics,"$82,292,700.00","6,000,000,000.00",Dixon invests Rs 600 crore to build new facility under PLI scheme,https://www.business-standard.com/article/companies/dixon-invests-rs-600-crore-to-build-new-facility-under-pli-scheme-121050701442_1.html,,
Dabur,India,India,,2021,May,21-May,General Goods,"$75,434,975.00","5,500,000,000.00",Dabur lines up  ₹550 cr to boost capacity,https://www.livemint.com/companies/news/dabur-plans-rs550-crore-investment-to-augment-capacity-q4-profit-up-34-11620395988803.html,,
Variety,Variety,Gujarat,West,2021,May,21-May,State Investment,"$1,014,943,300.00","74,000,000,000.00","Gujarat: Rs 7,400 crore investment proposals in April",https://m.timesofindia.com/city/ahmedabad/rs-7-4k-cr-investment-proposals-in-april/amp_articleshow/82442243.cms,,
Greenply Industries,India,Uttar Pradesh,North,2021,May,21-May,Industry,"$10,286,587.50","750,000,000.00",Greenply Industries to set up Rs 75-cr plant in UP,https://www.constructionweekonline.in/projects-tenders/17660-greenply-industries-to-set-up-rs-75-cr-plant-in-up,,
Sarda Energy & Minerals,India,Andhra Pradesh,South,2021,May,21-May,Industry,"$18,515,857.50","1,350,000,000.00",Sarda Energy & Minerals' Arm To Invest Rs 135 Cr For Capacity Expansion,http://www.businessworld.in/article/Sarda-Energy-Minerals-Arm-To-Invest-Rs-135-Cr-For-Capacity-Expansion/11-05-2021-389261/,,
Variety,Variety,Karnataka,South,2021,May,21-May,State Investment,"$1,851,585,750.00","135,000,000,000.00","Karnataka clears ₹13,500 cr investment plans",https://www.thehindubusinessline.com/news/national/karnataka-clears-13500-cr-investment-plans/article34544246.ece/amp/,,
Xander,Singapore,West Bengal,East,2021,May,21-May,Infrastructure,"$250,000,000.00","18,227,625,000.00","Xander looks east for warehousing investment, acquires logistics park",https://www.livemint.com/industry/infrastructure/xander-looks-east-for-warehousing-investment-acquires-logistics-park-11620761912727.html,,
